2170761, Brandon,2013,12,22, brandon@yorku.ca,EECS1028
2132755, Brenton,2017,10,22, brenton@yorku.ca,EECS1520
2128100, Bret,2012,11,13, bret@yorku.ca,EECS1011
2144306, Brian,2017,8,14, brian@yorku.ca,EECS1012; EECS1022
2141975, Broderick,2019,2,26, broderick@yorku.ca,EECS1011
2176296, Bruce,2018,5,10, bruce@yorku.ca,
2172684, Bruno,2019,8,11, bruno@yorku.ca,EECS1012; EECS1022
2151443, Burton,2018,10,25, burton@yorku.ca,EECS1001
2136302, Byron,2016,11,19, byron@yorku.ca,EECS1028
2138096, Caleb,2012,7,15, caleb@yorku.ca,
2123884, Calvin,2019,6,27, calvin@yorku.ca,EECS1011; EECS1021
2184789, Cameron,2019,4,1, cameron@yorku.ca,EECS1001
2156694, Carey,2017,4,22, carey@yorku.ca,EECS1028
2154591, Carl,2016,1,22, carl@yorku.ca,EECS1028
2153865, Carol,2019,11,9, carol@yorku.ca,EECS1001
2168336, Casey,2019,10,22, casey@yorku.ca,EECS1001
2145023, Caspar,2017,3,22, caspar@yorku.ca,EECS1001
2157165, Cassius,2017,8,17, cassius@yorku.ca,EECS1012
2125706, Cecil,2013,3,9, cecil@yorku.ca,EECS1012
2165767, Cedric,2013,5,6, cedric@yorku.ca,EECS1028
2140254, Charles,2017,8,14, charles@yorku.ca,
2187195, Chester,2015,11,9, chester@yorku.ca,EECS1028
2188922, Christian,2017,10,1, christian@yorku.ca,EECS1030
2161768, Christopher,2013,4,10, christopher@yorku.ca,EECS1001
2133444, Clarence,2018,11,17, clarence@yorku.ca,EECS1011; EECS1021
2185508, Clare,2012,8,1, clare@yorku.ca,EECS1011; EECS1021
2161759, Clark,2016,2,28, clark@yorku.ca,
2137670, Claude,2013,7,1, claude@yorku.ca,EECS1020
2188477, Clayton,2014,7,30, clayton@yorku.ca,EECS1011; EECS1021
2163310, Clement,2013,11,30, clement@yorku.ca,EECS1520
2187515, Clifford,2018,10,14, clifford@yorku.ca,
2131137, Clinton,2019,9,24, clinton@yorku.ca,EECS1028
2188797, Clive,2013,10,16, clive@yorku.ca,EECS1012
2172245, Clyde,2019,9,5, clyde@yorku.ca,EECS1520
2147040, Cody,2017,3,25, cody@yorku.ca,EECS1001
2139866, Colin,2018,7,24, colin@yorku.ca,EECS1520
2121302, Conrad,2019,3,30, conrad@yorku.ca,EECS1001
2161198, Corey,2014,8,11, corey@yorku.ca,EECS1012
2154454, Cornelius,2019,8,20, cornelius@yorku.ca,EECS1030
2159432, Craig,2018,1,7, craig@yorku.ca,EECS1011
2167060, Curtis,2017,4,27, curtis@yorku.ca,EECS1520
2121251, Cyril,2019,12,26, cyril@yorku.ca,EECS1012
2189483, Cyrus,2015,6,2, cyrus@yorku.ca,EECS1020
2146835, Dale,2019,10,28, dale@yorku.ca,EECS1030
2189611, Daniel,2014,4,12, daniel@yorku.ca,EECS1030
2174419, Darrell,2012,3,7, darrell@yorku.ca,EECS1001
2120572, David,2013,12,22, david@yorku.ca,EECS1030
2171107, Dean,2018,4,3, dean@yorku.ca,EECS1020
2165125, Delbert,2013,2,1, delbert@yorku.ca,
2132246, Dennis,2012,10,17, dennis@yorku.ca,
2186419, Derek,2016,9,8, derek@yorku.ca,EECS1001
2124197, Desmond,2016,12,24, desmond@yorku.ca,EECS1028
2177512, Dexter,2013,10,21, dexter@yorku.ca,EECS1028
2174027, Dominic,2015,9,20, dominic@yorku.ca,EECS1020
2187138, Don,2016,10,15, don@yorku.ca,EECS1001
2154605, Donald,2014,9,6, donald@yorku.ca,EECS1011
2143427, Donovan,2013,3,30, donovan@yorku.ca,EECS1001
2138391, Dorian,2018,4,11, dorian@yorku.ca,EECS1012; EECS1022
2135542, Douglas,2012,7,12, douglas@yorku.ca,EECS1011; EECS1021
2178722, Doyle,2013,9,10, doyle@yorku.ca,
2155920, Drew,2012,5,25, drew@yorku.ca,EECS1001
2179507, Duane,2012,4,20, duane@yorku.ca,
2139251, Dudley,2015,10,8, dudley@yorku.ca,EECS1011; EECS1021
2167226, Duke,2012,9,28, duke@yorku.ca,EECS1012; EECS1022
2177847, Duncan,2016,11,29, duncan@yorku.ca,EECS1012
2120300, Dustin,2019,7,4, dustin@yorku.ca,EECS1011
2139921, Dwight,2015,1,19, dwight@yorku.ca,EECS1001
2157508, Dylan,2014,1,26, dylan@yorku.ca,EECS1012; EECS1022
2174800, Earl,2019,1,22, earl@yorku.ca,EECS1011; EECS1021
2141943, Edgar,2013,11,29, edgar@yorku.ca,
2185192, Edmund,2017,10,17, edmund@yorku.ca,EECS1012
2141236, Edward,2015,4,29, edward@yorku.ca,EECS1030
2185300, Edwin,2018,7,16, edwin@yorku.ca,EECS1001
2124945, Egbert,2015,7,13, egbert@yorku.ca,EECS1028
2138275, Elbert,2018,2,9, elbert@yorku.ca,EECS1030
2122862, Eldred,2016,8,12, eldred@yorku.ca,EECS1028
2168721, Elijah,2017,7,27, elijah@yorku.ca,EECS1012; EECS1022
2167595, Elliot,2017,1,15, elliot@yorku.ca,EECS1030
2168503, Ellis,2012,10,16, ellis@yorku.ca,EECS1030
2140308, Elmer,2015,3,9, elmer@yorku.ca,EECS1001
2122513, Elton,2016,9,19, elton@yorku.ca,EECS1012
2132471, Elvin,2015,1,30, elvin@yorku.ca,EECS1030
2160373, Elvis,2012,1,23, elvis@yorku.ca,EECS1012; EECS1022
2148589, Elwood,2014,5,5, elwood@yorku.ca,EECS1520
2126978, Emery,2016,3,27, emery@yorku.ca,EECS1001
2139007, Emil,2013,7,9, emil@yorku.ca,
2171183, Emmanuel,2018,2,7, emmanuel@yorku.ca,EECS1030
2123280, Emmet,2013,1,5, emmet@yorku.ca,EECS1028
2129007, Eric,2018,7,17, eric@yorku.ca,
2157968, Ernest,2017,10,5, ernest@yorku.ca,EECS1028
2179370, Errol,2016,7,11, errol@yorku.ca,EECS1030
2175519, Ervin,2014,9,19, ervin@yorku.ca,EECS1020
2184907, Ethan,2012,5,24, ethan@yorku.ca,EECS1020
2168358, Eugene,2017,5,3, eugene@yorku.ca,EECS1028
2171259, Eustace,2016,9,30, eustace@yorku.ca,EECS1001
2152072, Evan,2017,1,18, evan@yorku.ca,EECS1020
2182916, Everard,2014,11,22, everard@yorku.ca,EECS1001
2189746, Everett,2019,4,9, everett@yorku.ca,
2148183, Fabian,2015,4,19, fabian@yorku.ca,EECS1520
2159824, Felix,2012,5,17, felix@yorku.ca,EECS1011; EECS1021
2157002, Ferdinand,2019,5,27, ferdinand@yorku.ca,EECS1011
2148105, Fergus,2013,2,12, fergus@yorku.ca,
2158843, Floyd,2016,9,5, floyd@yorku.ca,EECS1012; EECS1022
2145096, Ford,2019,1,14, ford@yorku.ca,EECS1011; EECS1021
2121257, Francis,2018,10,20, francis@yorku.ca,EECS1012
2127439, Franklin,2018,12,7, franklin@yorku.ca,EECS1030
2122501, Frederick,2014,8,21, frederick@yorku.ca,EECS1020
2154950, Fred,2018,8,21, fred@yorku.ca,EECS1012
2169481, Gabriel,2017,3,6, gabriel@yorku.ca,
2167531, Garrett,2015,9,2, garrett@yorku.ca,EECS1011; EECS1021
2180808, Geoffrey,2014,6,16, geoffrey@yorku.ca,EECS1028
2150590, George,2012,12,10, george@yorku.ca,EECS1011
2135123, Gerald,2014,11,16, gerald@yorku.ca,EECS1001
2131931, Gilbert,2014,3,15, gilbert@yorku.ca,EECS1011
2146601, Glenn,2015,10,17, glenn@yorku.ca,
2159550, Gordon,2019,4,16, gordon@yorku.ca,EECS1012
2187137, Graham,2018,9,24, graham@yorku.ca,
2153933, Grant,2015,3,29, grant@yorku.ca,EECS1011
2175706, Gregory,2016,9,6, gregory@yorku.ca,
2157958, Griffith,2013,3,25, griffith@yorku.ca,EECS1001
2178188, Guy,2014,6,15, guy@yorku.ca,
2187003, Harold,2016,4,22, harold@yorku.ca,EECS1011; EECS1021
2127092, Harris,2015,9,5, harris@yorku.ca,
2137463, Harvey,2016,5,2, harvey@yorku.ca,EECS1028
2150580, Hector,2016,3,28, hector@yorku.ca,
2183463, Henry,2016,9,14, henry@yorku.ca,EECS1001
2164436, Herbert,2018,5,1, herbert@yorku.ca,
2189046, Herman,2017,10,22, herman@yorku.ca,
2153157, Hilary,2018,7,14, hilary@yorku.ca,EECS1011
2183406, Homer,2014,6,23, homer@yorku.ca,EECS1012; EECS1022
2132850, Horace,2016,2,20, horace@yorku.ca,EECS1030
2149066, Howard,2019,10,24, howard@yorku.ca,EECS1012; EECS1022
2152863, Hubert,2019,1,30, hubert@yorku.ca,
2128849, Hugh,2012,11,5, hugh@yorku.ca,
2152802, Humphrey,2012,8,19, humphrey@yorku.ca,EECS1001
2166497, Ian,2016,11,17, ian@yorku.ca,EECS1011
2151999, Ignatius,2018,6,26, ignatius@yorku.ca,EECS1030
2179939, Immanuel,2016,12,5, immanuel@yorku.ca,EECS1028
2145606, Irvin,2016,6,16, irvin@yorku.ca,EECS1012
2171362, Isaac,2017,2,1, isaac@yorku.ca,EECS1012
2146384, Isidore,2013,5,29, isidore@yorku.ca,EECS1012
2175854, Ivor,2016,5,9, ivor@yorku.ca,EECS1520
2122811, Jack,2015,1,8, jack@yorku.ca,EECS1012; EECS1022
2154450, Jacob,2018,1,19, jacob@yorku.ca,
2120869, James,2018,5,1, james@yorku.ca,EECS1028
2129993, Jared,2013,8,28, jared@yorku.ca,EECS1012; EECS1022
2126275, Jarvis,2014,5,26, jarvis@yorku.ca,
2171268, Jason,2015,12,15, jason@yorku.ca,EECS1028
2153834, Jasper,2014,7,13, jasper@yorku.ca,
2183416, Jefferson,2014,3,19, jefferson@yorku.ca,EECS1020
2144065, Jeffrey,2012,3,3, jeffrey@yorku.ca,EECS1011
2158638, Jeremy,2016,10,6, jeremy@yorku.ca,EECS1012
2167167, Jerome,2016,8,21, jerome@yorku.ca,
2120287, Jesse,2016,3,24, jesse@yorku.ca,EECS1012
2166927, Joel,2017,5,14, joel@yorku.ca,EECS1001
2133692, John,2017,12,21, john@yorku.ca,
2127764, Jonathan,2012,8,30, jonathan@yorku.ca,EECS1520
2175081, Joseph,2013,1,10, joseph@yorku.ca,EECS1011; EECS1021
2128926, Joshua,2013,11,20, joshua@yorku.ca,EECS1030
2134222, Judson,2015,1,8, judson@yorku.ca,EECS1011; EECS1021
2133751, Julian,2018,5,19, julian@yorku.ca,EECS1001
2124862, Justin,2013,3,24, justin@yorku.ca,
2172314, Karl,2016,12,6, karl@yorku.ca,EECS1012
2188996, Keith,2015,12,24, keith@yorku.ca,EECS1520
2128708, Kelly,2014,1,4, kelly@yorku.ca,EECS1001
2151455, Kelvin,2012,7,16, kelvin@yorku.ca,EECS1001
2174767, Kendall,2012,5,1, kendall@yorku.ca,EECS1001
2144167, Kendrick,2018,10,23, kendrick@yorku.ca,EECS1012; EECS1022
2186489, Kenneth,2017,10,14, kenneth@yorku.ca,
2125159, Kent,2017,10,15, kent@yorku.ca,EECS1011
2155019, Kevin,2012,10,26, kevin@yorku.ca,EECS1011
2146661, Kirk,2018,2,16, kirk@yorku.ca,
2165319, Kristopher,2016,8,5, kristopher@yorku.ca,EECS1028
2131379, Kurt,2012,4,5, kurt@yorku.ca,
2162432, Kyle,2019,7,15, kyle@yorku.ca,EECS1011; EECS1021
2183877, Lambert,2019,4,19, lambert@yorku.ca,EECS1011; EECS1021
2172151, Lamont,2012,7,14, lamont@yorku.ca,EECS1020
2133274, Lancelot,2015,11,2, lancelot@yorku.ca,
2173465, Laurence,2012,2,8, laurence@yorku.ca,
2150840, Lee,2016,7,27, lee@yorku.ca,EECS1011
2180458, Leo,2016,11,17, leo@yorku.ca,EECS1028
2161504, Leonard,2016,9,21, leonard@yorku.ca,EECS1001
2132307, Leopold,2015,1,30, leopold@yorku.ca,EECS1030
2141521, Leroy,2016,12,10, leroy@yorku.ca,EECS1030
2182222, Leslie,2018,4,29, leslie@yorku.ca,EECS1520
2140595, Lester,2018,6,14, lester@yorku.ca,EECS1520
2189002, Lewis,2013,8,19, lewis@yorku.ca,EECS1001
2183210, Lincoln,2015,10,24, lincoln@yorku.ca,EECS1011
2163352, Lindon,2012,4,18, lindon@yorku.ca,EECS1001
2150058, Lindsay,2015,6,24, lindsay@yorku.ca,EECS1012; EECS1022
2180306, Linus,2014,6,15, linus@yorku.ca,EECS1011; EECS1021
2126064, Lionel,2014,7,13, lionel@yorku.ca,EECS1028
2130181, Llewellyn,2012,2,3, llewellyn@yorku.ca,
2175150, Lloyd,2012,4,2, lloyd@yorku.ca,EECS1012; EECS1022
2120310, Logan,2012,1,24, logan@yorku.ca,EECS1001
2170148, Lonnie,2012,7,1, lonnie@yorku.ca,EECS1001
2167034, Louis,2014,11,17, louis@yorku.ca,EECS1011; EECS1021
2133620, Lowell,2012,6,22, lowell@yorku.ca,EECS1001
2127186, Lucian,2016,2,22, lucian@yorku.ca,
2155575, Luke,2019,8,2, luke@yorku.ca,
2167757, Luther,2013,12,3, luther@yorku.ca,EECS1028
2165942, Lyle,2013,4,16, lyle@yorku.ca,EECS1028
2128917, Lynn,2013,1,6, lynn@yorku.ca,EECS1030
2180523, Malcolm,2016,1,21, malcolm@yorku.ca,
2130851, Manuel,2018,6,8, manuel@yorku.ca,EECS1012
2130156, Marion,2013,9,30, marion@yorku.ca,EECS1030
2161086, Mark,2018,5,20, mark@yorku.ca,EECS1001
2180427, Marshall,2013,8,19, marshall@yorku.ca,
2170503, Martin,2018,7,5, martin@yorku.ca,
2167882, Marvin,2016,8,17, marvin@yorku.ca,EECS1020
2169170, Matthew,2017,1,16, matthew@yorku.ca,EECS1001
2153846, Matthias,2015,12,18, matthias@yorku.ca,EECS1520
2153904, Maurice,2018,6,23, maurice@yorku.ca,EECS1001
2180498, Maximilian,2013,11,9, maximilian@yorku.ca,
2121140, Maxwell,2017,2,1, maxwell@yorku.ca,EECS1001
2169513, Maynard,2016,4,17, maynard@yorku.ca,EECS1020
2140694, Melvin,2017,11,20, melvin@yorku.ca,EECS1028
2168372, Merlin,2018,6,21, merlin@yorku.ca,EECS1012
2145269, Merrill,2017,10,10, merrill@yorku.ca,EECS1011; EECS1021
2165238, Michael,2017,7,26, michael@yorku.ca,
2166312, Miles,2019,11,24, miles@yorku.ca,EECS1020
2174526, Milo,2018,6,21, milo@yorku.ca,EECS1020
2138120, Milton,2012,12,27, milton@yorku.ca,EECS1030
2143868, Mitchell,2018,6,21, mitchell@yorku.ca,EECS1001
2160762, Monroe,2018,8,19, monroe@yorku.ca,EECS1012
2152479, Montague,2017,7,13, montague@yorku.ca,EECS1001
2174692, Montgomery,2013,6,23, montgomery@yorku.ca,EECS1020
2181655, Morgan,2017,4,17, morgan@yorku.ca,EECS1001
2127682, Mortimer,2014,11,24, mortimer@yorku.ca,EECS1011; EECS1021
2125838, Morton,2016,12,30, morton@yorku.ca,
2157499, Moses,2013,4,27, moses@yorku.ca,
2120461, Murray,2015,4,9, murray@yorku.ca,EECS1012; EECS1022
2175416, Nathan,2018,6,24, nathan@yorku.ca,EECS1011
2176321, Neal,2018,5,7, neal@yorku.ca,EECS1012; EECS1022
2160458, Nelson,2017,9,27, nelson@yorku.ca,EECS1001
2180488, Nevill,2019,4,5, nevill@yorku.ca,EECS1030
2156866, Newton,2014,11,6, newton@yorku.ca,
2188289, Nicholas,2018,6,22, nicholas@yorku.ca,EECS1011
2171236, Nigel,2019,7,15, nigel@yorku.ca,EECS1012
2178406, Noah,2016,11,8, noah@yorku.ca,
2149056, Noel,2014,8,10, noel@yorku.ca,
2131242, Norbert,2019,6,8, norbert@yorku.ca,EECS1030
2136038, Norris,2015,8,22, norris@yorku.ca,EECS1020
2143885, Norman,2017,11,14, norman@yorku.ca,EECS1011; EECS1021
2147220, Norton,2017,7,23, norton@yorku.ca,EECS1028
2157618, Oliver,2018,10,25, oliver@yorku.ca,EECS1030
2164271, Orson,2017,7,30, orson@yorku.ca,EECS1028
2182703, Orville,2018,11,11, orville@yorku.ca,
2142582, Osbert,2016,6,10, osbert@yorku.ca,EECS1012; EECS1022
2150834, Osborn,2018,11,21, osborn@yorku.ca,EECS1012
2141528, Oscar,2013,8,14, oscar@yorku.ca,EECS1011
2122953, Osmond,2016,3,11, osmond@yorku.ca,EECS1030
2137471, Oswald,2012,4,16, oswald@yorku.ca,EECS1020
2160963, Otis,2018,1,7, otis@yorku.ca,EECS1012
2153651, Owen,2019,5,12, owen@yorku.ca,EECS1520
2130500, Patrick,2013,10,25, patrick@yorku.ca,EECS1012
2154047, Paul,2018,6,24, paul@yorku.ca,
2130202, Percival,2014,3,10, percival@yorku.ca,EECS1030
2157420, Perry,2017,5,4, perry@yorku.ca,EECS1001
2143173, Peter,2013,11,7, peter@yorku.ca,EECS1030
2126739, Philip,2019,4,3, philip@yorku.ca,EECS1030
2160554, Preston,2016,1,28, preston@yorku.ca,EECS1020
2126922, Quentin,2015,3,30, quentin@yorku.ca,
2166989, Quincy,2017,10,13, quincy@yorku.ca,EECS1020
2123551, Ralph,2015,5,19, ralph@yorku.ca,EECS1520
2135629, Randall,2018,11,21, randall@yorku.ca,EECS1011
2161365, Randolph,2012,2,17, randolph@yorku.ca,EECS1012; EECS1022
2133113, Raphael,2014,2,21, raphael@yorku.ca,
2143144, Raymond,2014,8,8, raymond@yorku.ca,
2135500, Reginald,2017,2,4, reginald@yorku.ca,EECS1028
2154958, Rene,2016,5,17, rene@yorku.ca,EECS1012
2127955, Reuben,2014,11,11, reuben@yorku.ca,EECS1020
2173280, Reynold,2019,12,13, reynold@yorku.ca,EECS1520
2182118, Richard,2015,4,5, richard@yorku.ca,EECS1001
2127416, Rick,2012,11,12, rick@yorku.ca,EECS1520
2177452, Robert,2014,9,2, robert@yorku.ca,EECS1001
2185272, Roderic,2016,3,14, roderic@yorku.ca,EECS1030
2165955, Rodney,2019,5,5, rodney@yorku.ca,EECS1012; EECS1022
2145140, Roger,2012,8,5, roger@yorku.ca,EECS1012
2123790, Roland,2014,2,20, roland@yorku.ca,EECS1001
2142140, Rolph,2017,7,7, rolph@yorku.ca,EECS1030
2150920, Roman,2014,7,16, roman@yorku.ca,EECS1520
2140705, Ronald,2014,4,17, ronald@yorku.ca,
2133027, Ron,2017,3,20, ron@yorku.ca,
2146217, Roscoe,2012,5,17, roscoe@yorku.ca,EECS1001
2143791, Ross,2019,12,17, ross@yorku.ca,EECS1028
2162946, Roy,2015,11,12, roy@yorku.ca,EECS1030
2148601, Rudolph,2015,6,25, rudolph@yorku.ca,EECS1028
2127238, Rufus,2014,12,2, rufus@yorku.ca,EECS1028
2135084, Rupert,2016,12,9, rupert@yorku.ca,
2162948, Russell,2019,4,26, russell@yorku.ca,EECS1520
2158260, Ryan,2014,9,10, ryan@yorku.ca,EECS1012
2135589, Samson,2013,12,28, samson@yorku.ca,EECS1020
2122074, Samuel,2015,7,14, samuel@yorku.ca,EECS1001
2185021, Sanford,2018,12,7, sanford@yorku.ca,EECS1012
2126262, Saul,2016,8,23, saul@yorku.ca,EECS1012; EECS1022
2123751, Scott,2013,5,19, scott@yorku.ca,EECS1001
2120380, Sean,2018,6,1, sean@yorku.ca,EECS1028
2164837, Sebastian,2013,1,8, sebastian@yorku.ca,EECS1012; EECS1022
2127260, Serge,2013,2,9, serge@yorku.ca,EECS1011; EECS1021
2189544, Seth,2016,10,19, seth@yorku.ca,EECS1030
2189983, Seymour,2014,9,18, seymour@yorku.ca,EECS1001
2137703, Shannon,2017,3,20, shannon@yorku.ca,EECS1028
2144340, Sheldon,2019,8,26, sheldon@yorku.ca,EECS1012
2166607, Shelley,2015,3,13, shelley@yorku.ca,
2181233, Sherman,2012,7,27, sherman@yorku.ca,EECS1520
2156318, Shelton,2018,7,25, shelton@yorku.ca,EECS1028
2160357, Sidney,2015,5,29, sidney@yorku.ca,
2135399, Silas,2015,2,28, silas@yorku.ca,EECS1011
2120976, Silvester,2015,12,12, silvester@yorku.ca,EECS1028
2120015, Simeon,2017,7,3, simeon@yorku.ca,EECS1011
2135701, Simon,2017,1,23, simon@yorku.ca,
2161635, Solomon,2014,11,22, solomon@yorku.ca,EECS1011; EECS1021
2159486, Sonny,2015,12,3, sonny@yorku.ca,EECS1001
2127208, Spencer,2019,2,6, spencer@yorku.ca,EECS1030
2165198, Stacy,2012,7,5, stacy@yorku.ca,EECS1001
2144036, Stanley,2017,2,10, stanley@yorku.ca,EECS1012
2180671, Stephen,2018,11,29, stephen@yorku.ca,EECS1030
2152432, Stuart,2013,11,7, stuart@yorku.ca,
2177276, Terence,2013,9,11, terence@yorku.ca,EECS1028
2185196, Thaddeus,2015,2,13, thaddeus@yorku.ca,EECS1011; EECS1021
2122631, Theodore,2019,8,25, theodore@yorku.ca,EECS1520
2160650, Thomas,2014,1,2, thomas@yorku.ca,EECS1001
2176068, Timothy,2017,3,9, timothy@yorku.ca,EECS1020
2151637, Tobias,2019,10,3, tobias@yorku.ca,EECS1001
2159529, Todd,2015,1,28, todd@yorku.ca,EECS1030
2174308, Tony,2015,2,25, tony@yorku.ca,EECS1012
2186222, Tracy,2016,1,6, tracy@yorku.ca,EECS1020
2146613, Travis,2013,10,11, travis@yorku.ca,
2182900, Trenton,2018,5,30, trenton@yorku.ca,EECS1011
2148384, Trevor,2018,10,25, trevor@yorku.ca,EECS1011; EECS1021
2156502, Tristram,2015,6,14, tristram@yorku.ca,EECS1011
2142946, Troy,2015,7,15, troy@yorku.ca,EECS1520
2141536, Tyler,2013,11,24, tyler@yorku.ca,EECS1520
2172315, Tyrone,2013,8,2, tyrone@yorku.ca,EECS1001
2147073, Ulysses,2017,11,5, ulysses@yorku.ca,EECS1020
2148638, Uriah,2012,3,13, uriah@yorku.ca,EECS1011
2184479, Valentine,2019,4,22, valentine@yorku.ca,EECS1011
2132296, Valerian,2012,2,19, valerian@yorku.ca,
2168453, Van,2017,2,16, van@yorku.ca,EECS1028
2138124, Vance,2018,12,21, vance@yorku.ca,EECS1001
2125090, Vaughan,2014,10,2, vaughan@yorku.ca,EECS1001
2135011, Vernon,2013,2,12, vernon@yorku.ca,EECS1001
2176107, Victor,2015,5,4, victor@yorku.ca,EECS1520
2179319, Vincent,2016,4,2, vincent@yorku.ca,EECS1012
2189602, Virgil,2013,6,24, virgil@yorku.ca,EECS1011
2173385, Wallace,2015,4,11, wallace@yorku.ca,EECS1012
2160807, Waldo,2019,1,11, waldo@yorku.ca,
2142764, Walter,2018,6,20, walter@yorku.ca,EECS1012
2122348, Warren,2016,7,26, warren@yorku.ca,EECS1028
2151018, Wayne,2018,7,1, wayne@yorku.ca,EECS1020
2182316, Wesley,2012,7,30, wesley@yorku.ca,EECS1012; EECS1022
2164852, Wendell,2015,3,25, wendell@yorku.ca,EECS1001
2132321, Wilbert,2017,1,26, wilbert@yorku.ca,EECS1011
2161612, Wilbur,2019,7,6, wilbur@yorku.ca,EECS1011
2128552, Wiley,2015,10,6, wiley@yorku.ca,EECS1001
2155565, Wilfred,2019,12,24, wilfred@yorku.ca,EECS1011
2124958, Willard,2015,2,26, willard@yorku.ca,EECS1030
2151600, William,2012,7,5, william@yorku.ca,EECS1020
2152635, Willis,2014,9,28, willis@yorku.ca,EECS1011; EECS1021
2169135, Wilson,2019,12,9, wilson@yorku.ca,EECS1030
2167533, Winfred,2015,6,30, winfred@yorku.ca,EECS1520
2131230, Winston,2018,5,28, winston@yorku.ca,EECS1001
2185941, Woodrow,2014,8,9, woodrow@yorku.ca,EECS1028
2179064, Xavier,2015,6,10, xavier@yorku.ca,
2162532, Zachary,2014,1,8, zachary@yorku.ca,EECS1001
